"Date","Month","Year","Site.Name","COUNTY","mean.lat","PM2.5","Ozone"
2018-01-29,1,2018,"Frying Pan Mountain","Haywood",35.379167,4,NA
2018-01-29,1,2018,"Garinger High School","Mecklenburg",35.2401000008895,13,23
2018-01-29,1,2018,"Hattie Avenue","Forsyth",36.110693332,12.5,NA
2018-01-29,1,2018,"Leggett","Edgecombe",35.988278,0,NA
2018-01-29,1,2018,"Linville Falls","Avery",35.972347,7,NA
2018-01-29,1,2018,"Mendenhall School","Guilford",36.1090060008986,15,NA
2018-01-29,1,2018,"Millbrook School","Wake",35.856111,10,25
2018-01-29,1,2018,"Pitt Agri. Center","Pitt",35.6412760008938,5,NA
2018-01-29,1,2018,"West Johnston Co.","Johnston",35.59095,6,NA
2018-01-30,1,2018,"Bryson City","Swain",35.434767,19,NA
2018-01-30,1,2018,"Castle Hayne","New Hanover",34.364167,5,NA
2018-01-30,1,2018,"Clemmons Middle","Forsyth",36.026,22,NA
2018-01-30,1,2018,"Durham Armory","Durham",36.0329550008979,29,NA
2018-01-30,1,2018,"Garinger High School","Mecklenburg",35.2401000008895,17,NA
2018-01-30,1,2018,"Hattie Avenue","Forsyth",36.110693332,22,NA
2018-01-30,1,2018,"Leggett","Edgecombe",35.988278,18,NA
2018-01-30,1,2018,"Mendenhall School","Guilford",36.1090060008986,20,NA
2018-01-30,1,2018,"Millbrook School","Wake",35.856111,26,34
2018-01-30,1,2018,"Pitt Agri. Center","Pitt",35.6412760008938,19,NA
2018-01-30,1,2018,"West Johnston Co.","Johnston",35.59095,14,NA
2018-01-31,1,2018,"Bryson City","Swain",35.434767,40,NA
2018-01-31,1,2018,"Castle Hayne","New Hanover",34.364167,8,NA
2018-01-31,1,2018,"Clemmons Middle","Forsyth",36.026,35,NA
2018-01-31,1,2018,"Durham Armory","Durham",36.0329550008979,33,NA
2018-01-31,1,2018,"Garinger High School","Mecklenburg",35.2401000008895,26,31
2018-01-31,1,2018,"Hattie Avenue","Forsyth",36.110693332,31,NA
2018-01-31,1,2018,"Leggett","Edgecombe",35.988278,15,NA
2018-01-31,1,2018,"Mendenhall School","Guilford",36.1090060008986,26,NA
2018-01-31,1,2018,"Millbrook School","Wake",35.856111,29,31
2018-01-31,1,2018,"Pitt Agri. Center","Pitt",35.6412760008938,20,NA
2018-01-31,1,2018,"West Johnston Co.","Johnston",35.59095,22,NA
2018-02-01,2,2018,"Bryson City","Swain",35.434767,55,NA
2018-02-01,2,2018,"Castle Hayne","New Hanover",34.364167,15,NA
2018-02-01,2,2018,"Clemmons Middle","Forsyth",36.026,51,NA
2018-02-01,2,2018,"Durham Armory","Durham",36.0329550008979,33.5,NA
2018-02-01,2,2018,"Frying Pan Mountain","Haywood",35.379167,12,NA
2018-02-01,2,2018,"Garinger High School","Mecklenburg",35.2401000008895,41,33
2018-02-01,2,2018,"Hattie Avenue","Forsyth",36.110693332,38.3333333333333,NA
